milservice,msndate,valid_aircraft_root,missionid,tgttype,resultsbda,VALIDATED_ROOT,AIRCRAFT_APPLICATION
VNAF,1972-05-04,A-37,E405,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1971-12-18,A-37,E406,TUNNELS,DAMAGED,A-37,ATTACK
VNAF,1971-01-20,A-37,E645,TRENCH,DESTROYED,A-37,ATTACK
USAF,1973-02-01,AC-130,5326,TRUCKS,DESTROYED,AC-130,ATTACK
USAF,1971-06-29,A-37,5574,FOX HOLES,DAMAGED,A-37,ATTACK
VNAF,1971-07-04,A-37,E439,TRENCH,DAMAGED,A-37,ATTACK
VNAF,1972-02-01,A-37,E412,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1971-02-17,F-4,0510,AAA\37MM  CR MORE,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1970-05-20,F-100,4760,BOATS\BARGES,DESTROYED,F-100,"FIGHTER, BOMBER"
VNAF,1972-04-24,A-37,B137,MORTAR SITE,DESTROYED,A-37,ATTACK
VNAF,1972-01-10,A-37,E404,TUNNELS,DAMAGED,A-37,ATTACK
USN,1972-07-15,A-7,1376,BRIDGES,DESTROYED,A-7,ATTACK
USAF,1972-06-21,F-4,6781,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1970-06-12,A-37,C070,FOX HOLES,DESTROYED,A-37,ATTACK
USMC,1972-07-25,A-6,8927,TANK,DESTROYED,A-6,ATTACK
USAF,1972-01-26,F-4,8612,AAA\37MM  CR MORE,DAMAGED,F-4,"FIGHTER, BOMBER"
USN,1972-08-29,A-7,9796,BRIDGES,DAMAGED,A-7,ATTACK
USN,1970-05-19,A-4,1833,BULLDOZER,DAMAGED,A-4,FIGHTER
USAF,1970-10-26,F-4,1491,BOATS\BARGES,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1973-01-26,A-1,C608,CAVES,DESTROYED,A-1,FIGHTER
USAF,1970-05-16,F-4,4581,COMMUNICATIONS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1971-02-09,A-37,E042,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1971-11-05,A-37,E429,FOX HOLES,DAMAGED,A-37,ATTACK
USAF,1972-04-19,F-4,6806,23MM GUN SITE,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1972-12-10,A-7,9511,BRIDGES,DAMAGED,A-7,ATTACK
VNAF,1971-11-08,A-37,E434,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1971-02-24,F-4,0503,AAA\37MM  CR MORE,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1972-10-31,A-7,6001,FOX HOLES,DESTROYED,A-7,ATTACK
VNAF,1972-09-10,A-1,D304,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1973-01-18,A-37,E404,CAVES,DESTROYED,A-37,ATTACK
VNAF,1972-05-19,A-1,D332,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1970-04-17,A-37,E514,SAMPANS,DAMAGED,A-37,ATTACK
USAF,1970-08-15,A-1,1415,BOATS\BARGES,DAMAGED,A-1,FIGHTER
VNAF,1972-04-12,A-37,C207,TUNNELS,DESTROYED,A-37,ATTACK
USN,1970-11-25,A-6,1753,SUPPLIES\RICE\WEAPONS,DESTROYED,A-6,ATTACK
USN,1972-12-19,A-7,9622,BOATS\BARGES,DAMAGED,A-7,ATTACK
VNAF,1971-10-25,A-37,E442,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1973-08-14,F-4,6800,FOX HOLES,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-12-08,A-1,C277,TRAILS,DESTROYED,A-1,FIGHTER
RLAF,1971-11-19,T-28,1391,ARTILLERY,DAMAGED,T-28,TRAIN
VNAF,1971-12-02,F-5,D380,TUNNELS,DESTROYED,F-5,FIGHTER
VNAF,1972-07-05,A-37,B103,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1971-06-28,A-37,5571,FOX HOLES,DAMAGED,A-37,ATTACK
VNAF,1972-09-12,F-5,D352,TRENCH,DESTROYED,F-5,FIGHTER
VNAF,1970-11-24,A-1,D602,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1972-08-27,A-37,E410,CAVES,DESTROYED,A-37,ATTACK
VNAF,1970-02-15,A-1,7047,ARTILLERY,DESTROYED,A-1,FIGHTER
VNAF,1971-04-01,A-37,E999,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1970-05-29,A-37,E062,ARTILLERY,DESTROYED,A-37,ATTACK
VNAF,1972-09-09,A-37,E407,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1972-06-13,A-37,B139,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1971-09-21,A-37,5200,FOX HOLES,DAMAGED,A-37,ATTACK
USMC,1972-06-09,A-4,8981,SAMPANS,DESTROYED,A-4,FIGHTER
USAF,1971-05-16,AC-130,7938,TRUCKS,DAMAGED,AC-130,ATTACK
USAF,1971-03-04,F-4,5461,AAA SITE UNK CAL,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-11-19,A-37,E414,CAVES,DESTROYED,A-37,ATTACK
USAF,1971-01-10,F-100,5342,FOX HOLES,DESTROYED,F-100,"FIGHTER, BOMBER"
USN,1972-06-01,A-6,1368,FERRY,DAMAGED,A-6,ATTACK
USAF,1970-05-05,A-1,1479,CAVES,DESTROYED,A-1,FIGHTER
VNAF,1971-12-31,A-1,C259,TRENCH,DESTROYED,A-1,FIGHTER
USN,1972-10-25,A-7,9831,TRUCKS,DESTROYED,A-7,ATTACK
USAF,1971-03-08,F-4,0937,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1972-06-10,F-4,3229,RAILROAD BRIDGE,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1971-10-02,OV-10,4015,FOX HOLES,DAMAGED,OV-10,"ATTACK, OBSERV"
USAF,1970-12-04,A-37,5102,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1971-02-02,A-1,1473,SUPPLIES\RICE\WEAPONS,DAMAGED,A-1,FIGHTER
USAF,1971-11-26,F-4,6906,FOX HOLES,DAMAGED,F-4,"FIGHTER, BOMBER"
USN,1970-05-24,A-6,1756,TRUCKS,DAMAGED,A-6,ATTACK
USAF,1973-02-25,A-7,6808,FOX HOLES,DAMAGED,A-7,ATTACK
USAF,1973-06-01,AC-130,6504,WATERCRAFT,DAMAGED,AC-130,ATTACK
USN,1972-12-31,A-7,9232,TRUCKS,DESTROYED,A-7,ATTACK
USAF,1971-06-23,F-4,7302,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1971-01-22,AC-119,1112,TRUCKS,DAMAGED,AC-119,TRANSPORT
VNAF,1973-01-04,A-1,C280,CAVES,DESTROYED,A-1,FIGHTER
VNAF,1972-08-24,A-1,D319,AAA SITE UNK CAL,DESTROYED,A-1,FIGHTER
USAF,1972-03-20,AC-119,5262,TRUCKS,DAMAGED,AC-119,TRANSPORT
USAF,1972-06-23,F-4,6911,ROADS\HIGHWAYS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1973-03-14,F-4,6955,BRIDGE\ANY,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1972-01-16,F-4,6600,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1971-04-13,F-4,5715,LANDING ZONE PREP,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1972-07-13,A-7,3201,FOOT BRIDGE,DAMAGED,A-7,ATTACK
VNAF,1971-10-01,A-37,C204,TRAILS,DESTROYED,A-37,ATTACK
USN,1971-12-18,A-7,9010,TRUCKS,DESTROYED,A-7,ATTACK
USN,1972-04-29,A-6,9310,23MM GUN SITE,DESTROYED,A-6,ATTACK
VNAF,1973-01-14,A-37,B102,TRENCH,DESTROYED,A-37,ATTACK
USAF,1971-06-21,F-100,5624,TRUCKS,DAMAGED,F-100,"FIGHTER, BOMBER"
USAF,1970-01-05,F-100,4568,TRENCH,DESTROYED,F-100,"FIGHTER, BOMBER"
VNAF,1972-04-14,F-5,D377,ARTILLERY,DESTROYED,F-5,FIGHTER
VNAF,1971-12-01,A-37,E425,TUNNELS,DESTROYED,A-37,ATTACK
USN,1972-07-21,A-7,9221,TRUCKS,DAMAGED,A-7,ATTACK
USN,1970-12-16,A-7,1826,TRUCKS,DAMAGED,A-7,ATTACK
USN,1972-12-30,A-7,9257,BRIDGE\ANY,DAMAGED,A-7,ATTACK
USN,1972-09-26,A-7,9600,WATERCRAFT,DAMAGED,A-7,ATTACK
VNAF,1972-07-15,A-37,E425,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1970-04-01,A-1,E263,TRENCH,DESTROYED,A-1,FIGHTER
RLAF,1972-11-29,T-28,1400,CAVES,DAMAGED,T-28,TRAIN
VNAF,1972-07-11,A-1,D331,TUNNELS,DAMAGED,A-1,FIGHTER
USAF,1970-07-26,F-4,0403,POL BARRELS,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1973-01-14,F-4,8666,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USN,1971-03-20,A-4,1707,TRUCKS,DAMAGED,A-4,FIGHTER
USN,1972-05-09,A-7,1366,VAN,DESTROYED,A-7,ATTACK
USAF,1971-07-04,A-37,5513,FOX HOLES,DAMAGED,A-37,ATTACK
VNAF,1972-11-29,A-37,E402,TRENCH,DESTROYED,A-37,ATTACK
USN,1971-11-12,F-4,9354,FORDS\SUBSURFACE BRIDGE,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-09-03,A-37,E413,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1970-01-04,F-4,0522,MIL BRKS\ADMIN SPT,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1973-03-21,A-7,6454,BRIDGE\ANY,DESTROYED,A-7,ATTACK
USAF,1971-12-19,A-37,6215,FOX HOLES,DAMAGED,A-37,ATTACK
USAF,1971-12-01,F-4,8043,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1971-05-21,F-4,7451,BULLDOZER,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1972-11-07,A-7,6030,FOX HOLES,DAMAGED,A-7,ATTACK
VNAF,1972-04-16,A-1,B165,AA SITE,DESTROYED,A-1,FIGHTER
USAF,1970-02-16,A-1,1517,TRUCKS,DAMAGED,A-1,FIGHTER
USN,1971-09-12,A-7,8511,TRUCKS,DAMAGED,A-7,ATTACK
USAF,1973-03-06,A-7,6455,MORTAR SITE,DESTROYED,A-7,ATTACK
USN,1972-07-13,A-6,3238,TRUCKS,DAMAGED,A-6,ATTACK
USAF,1971-02-27,F-4,5902,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1972-07-18,F-4,7036,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
USMC,1972-12-08,A-4,8987,FOX HOLES,DAMAGED,A-4,FIGHTER
VNAF,1971-12-24,A-37,E406,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1972-05-20,AC-130,5167,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1972-11-11,F-5,D372,TRENCH,DESTROYED,F-5,FIGHTER
VNAF,1971-07-04,A-37,E419,TRENCH,DAMAGED,A-37,ATTACK
USAF,1971-05-16,AC-130,7936,TRUCKS,DAMAGED,AC-130,ATTACK
RLAF,1972-12-12,T-28,1400,FOX HOLES,DAMAGED,T-28,TRAIN
VNAF,1972-10-07,A-37,E423,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1973-01-08,F-4,7046,AAA\37MM  CR MORE,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1971-12-22,A-37,C206,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1972-09-14,A-37,C204,TUNNELS,DESTROYED,A-37,ATTACK
USN,1970-03-26,A-7,1857,TRUCKS,DESTROYED,A-7,ATTACK
USAF,1971-09-07,A-37,5183,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1972-02-26,A-37,E429,SAMPANS,DESTROYED,A-37,ATTACK
USAF,1972-07-19,F-4,7021,MISSILE TRANSPORTER,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1972-10-07,A-37,C219,AA SITE,DESTROYED,A-37,ATTACK
USAF,1971-08-31,F-4,7203,SUPPLY STORAGE\DMPS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-10-21,F-5,D377,FOX HOLES,DESTROYED,F-5,FIGHTER
VNAF,1971-03-29,A-37,B057,TRENCH,DESTROYED,A-37,ATTACK
USAF,1972-02-07,AC-130,5222,TRUCKS,DAMAGED,AC-130,ATTACK
USAF,1971-05-03,AC-119,7913,TRUCKS,DAMAGED,AC-119,TRANSPORT
USN,1972-10-14,A-7,9206,AAA\37MM  CR MORE,DESTROYED,A-7,ATTACK
USAF,1973-07-09,F-4,7020,ARTILLERY,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1971-02-13,AC-130,1150,TRUCKS,DAMAGED,AC-130,ATTACK
USN,1972-10-11,A-7,9805,AMO\POL\SUP\CRT,DESTROYED,A-7,ATTACK
USMC,1970-12-20,A-4,0510,FERRY CROSSING,DESTROYED,A-4,FIGHTER
USAF,1973-07-27,F-4,6626,FOX HOLES,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-04-03,F-5,D372,FOX HOLES,DESTROYED,F-5,FIGHTER
VNAF,1971-06-25,A-37,E436,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1970-09-08,F-5,D753,TRENCH,DESTROYED,F-5,FIGHTER
USAF,1971-05-06,AC-130,7936,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1972-06-23,A-37,E435,TUNNELS,DESTROYED,A-37,ATTACK
USN,1971-06-02,A-7,8761,TRUCKS,DESTROYED,A-7,ATTACK
VNAF,1971-10-01,A-37,E414,FOX HOLES,DAMAGED,A-37,ATTACK
VNAF,1972-07-08,A-37,E432,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1971-12-02,F-4,6914,FOX HOLES,DAMAGED,F-4,"FIGHTER, BOMBER"
USN,1972-07-16,A-6,9564,MORTAR SITE,DESTROYED,A-6,ATTACK
VNAF,1972-07-09,A-37,B155,TUNNELS,DESTROYED,A-37,ATTACK
USN,1970-02-19,A-7,1814,AAA\37MM  CR MORE,DAMAGED,A-7,ATTACK
USAF,1971-01-15,AC-130,1131,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1971-01-15,A-37,B885,BRIDGE\ANY,DESTROYED,A-37,ATTACK
VNAF,1971-01-25,A-37,B035,CAVES,DESTROYED,A-37,ATTACK
VNAF,1973-01-27,A-1,D311,FOX HOLES,DESTROYED,A-1,FIGHTER
USN,1972-06-09,A-7,1376,BOATS\BARGES,DESTROYED,A-7,ATTACK
USAF,1971-01-27,AC-130,1125,TRUCKS,DAMAGED,AC-130,ATTACK
USAF,1973-04-12,A-7,6328,FOX HOLES,DESTROYED,A-7,ATTACK
USAF,1973-03-26,F-4,1513,BRIDGE\ANY,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1972-08-23,A-37,C204,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-09-02,A-1,D322,CAVES,DAMAGED,A-1,FIGHTER
USN,1972-02-13,A-6,9632,TRUCKS,DAMAGED,A-6,ATTACK
VNAF,1970-04-09,A-37,E389,TRENCH,DESTROYED,A-37,ATTACK
USAF,1970-02-20,F-4,0417,AAA\37MM  CR MORE,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1970-02-21,F-100,5004,SAMPANS,DESTROYED,F-100,"FIGHTER, BOMBER"
USAF,1971-05-15,AC-119,8239,TRUCKS,DESTROYED,AC-119,TRANSPORT
USAF,1972-08-20,A-37,6235,AREA COMPLEX,DESTROYED,A-37,ATTACK
USAF,1971-01-13,AC-130,1137,TRUCKS,DAMAGED,AC-130,ATTACK
USAF,1970-11-06,AC-130,1124,TRUCKS,DAMAGED,AC-130,ATTACK
RLAF,1971-07-11,T-28,1390,CAVES,DESTROYED,T-28,TRAIN
USN,1972-03-05,A-7,9443,SUPPLIES\RICE\WEAPONS,DAMAGED,A-7,ATTACK
USN,1972-10-03,F-4,9507,MORTAR SITE,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-01-24,A-1,D304,TUNNELS,DESTROYED,A-1,FIGHTER
USAF,1972-04-16,A-37,6257,ARTILLERY,DAMAGED,A-37,ATTACK
VNAF,1972-09-01,A-1,D363,FOX HOLES,DESTROYED,A-1,FIGHTER
USN,1972-10-11,A-7,9255,AMO\POL\SUP\CRT,DESTROYED,A-7,ATTACK
VNAF,1972-06-23,A-1,D341,TUNNELS,DESTROYED,A-1,FIGHTER
USAF,1973-05-27,F-4,6609,BULLDOZER,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1970-09-20,A-1,D031,FOX HOLES,DESTROYED,A-1,FIGHTER
USAF,1970-08-12,F-100,4826,BULLDOZER,DESTROYED,F-100,"FIGHTER, BOMBER"
VNAF,1973-01-08,A-1,D324,FOX HOLES,DESTROYED,A-1,FIGHTER
USAF,1971-02-10,F-4,0911,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USN,1970-04-22,A-4,1748,TRUCKS,DAMAGED,A-4,FIGHTER
USN,1972-05-10,F-4,1379,MIG17,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-02-12,A-1,D303,FOX HOLES,DAMAGED,A-1,FIGHTER
USAF,1971-04-07,F-4,1481,ROCKET SITE,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1972-05-02,A-7,9213,TRUCKS,DESTROYED,A-7,ATTACK
USAF,1972-08-16,A-37,5715,MORTAR SITE,DESTROYED,A-37,ATTACK
VNAF,1971-10-22,A-37,E429,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1971-12-29,A-37,E437,TUNNELS,DAMAGED,A-37,ATTACK
USAF,1970-07-07,F-100,5234,FOX HOLES,DESTROYED,F-100,"FIGHTER, BOMBER"
VNAF,1972-10-22,A-37,C652,CAVES,DESTROYED,A-37,ATTACK
VNAF,1972-07-18,A-37,E438,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1971-08-31,A-37,E413,TRENCH,DESTROYED,A-37,ATTACK
USN,1971-03-31,A-7,6502,AAA SITE UNK CAL,DESTROYED,A-7,ATTACK
RLAF,1971-11-06,T-28,1393,SUPPLIES\RICE\WEAPONS,DESTROYED,T-28,TRAIN
VNAF,1971-06-26,A-37,C205,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-07-27,A-1,D319,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1972-10-11,A-37,B159,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-10-15,A-1,D345,FOX HOLES,DESTROYED,A-1,FIGHTER
USN,1973-01-09,A-7,9265,BRIDGE\ANY,DAMAGED,A-7,ATTACK
VNAF,1971-12-28,A-37,E402,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1973-08-11,F-4,6803,CRATE\STORAGE CONT,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-07-22,A-1,D302,MORTAR SITE,DESTROYED,A-1,FIGHTER
USAF,1971-08-21,F-4,5813,TRENCH,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1971-04-23,AC-130,7923,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1971-03-30,A-37,B075,TUNNELS,DAMAGED,A-37,ATTACK
USN,1972-07-27,A-7,1354,SUPPLIES\RICE\WEAPONS,DESTROYED,A-7,ATTACK
VNAF,1972-12-31,A-1,D326,TRAILS,DESTROYED,A-1,FIGHTER
USN,1972-11-14,F-4,9611,FERRY,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-10-23,A-1,C607,AA SITE,DESTROYED,A-1,FIGHTER
USAF,1973-05-17,F-4,6961,BRIDGE\ANY,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1971-12-05,F-5,D377,TUNNELS,DESTROYED,F-5,FIGHTER
VNAF,1970-12-12,A-1,D999,TRENCH,DESTROYED,A-1,FIGHTER
VNAF,1972-08-04,A-37,B119,12.7 GUN SITE,DESTROYED,A-37,ATTACK
USAF,1970-01-12,F-4,4830,FOOT BRIDGE,DAMAGED,F-4,"FIGHTER, BOMBER"
RLAF,1972-11-07,T-28,1404,TANK,DAMAGED,T-28,TRAIN
VNAF,1971-11-13,F-5,D357,TRENCH,DESTROYED,F-5,FIGHTER
VNAF,1972-10-16,A-37,E410,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1972-01-27,A-37,E415,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1971-03-11,F-4,1494,MORTAR SITE,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1971-12-10,A-37,E430,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-12-27,F-5,D370,TRAILS,DESTROYED,F-5,FIGHTER
USN,1972-06-08,A-7,1376,BOATS\BARGES,DAMAGED,A-7,ATTACK
USAF,1972-02-17,F-4,8024,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-05-29,A-37,D342,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1971-12-30,A-37,E436,TRAILS,DAMAGED,A-37,ATTACK
USMC,1972-08-06,A-4,8983,TANK,DESTROYED,A-4,FIGHTER
USN,1972-04-30,F-4,9231,AAA\37MM  CR MORE,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-02-29,A-37,E442,TUNNELS,DESTROYED,A-37,ATTACK
USN,1972-11-10,F-4,9507,BRIDGES,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1971-09-28,A-37,E405,TRENCH,DAMAGED,A-37,ATTACK
RLAF,1970-05-13,T-28,7802,CAVES,DESTROYED,T-28,TRAIN
VNAF,1970-12-01,A-1,D746,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1971-08-11,A-1,D303,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1972-02-03,A-37,E426,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1972-02-17,F-4,8703,BULLDOZER,DESTROYED,F-4,"FIGHTER, BOMBER"
USMC,1973-01-20,A-4,8998,FOX HOLES,DESTROYED,A-4,FIGHTER
VNAF,1971-11-15,A-1,D321,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1972-09-02,A-37,E432,CAVES,DESTROYED,A-37,ATTACK
USAF,1970-07-20,F-4,4860,SAMPANS,DESTROYED,F-4,"FIGHTER, BOMBER"
RLAF,1970-11-12,T-28,7801,ARTILLERY,DAMAGED,T-28,TRAIN
VNAF,1972-11-06,A-37,E451,CAVES,DAMAGED,A-37,ATTACK
USAF,1973-04-24,A-7,6658,FOX HOLES,DESTROYED,A-7,ATTACK
VNAF,1972-12-10,F-5,D375,TRENCH,DESTROYED,F-5,FIGHTER
USMC,1970-01-03,F-4,1015,TRUCKS,OBSERVED,F-4,"FIGHTER, BOMBER"
VNAF,1970-09-04,A-1,D650,TRENCH,DESTROYED,A-1,FIGHTER
USMC,1972-06-18,A-4,8956,BRIDGE\ANY,DESTROYED,A-4,FIGHTER
VNAF,1971-01-12,A-1,D831,TRENCH,DESTROYED,A-1,FIGHTER
VNAF,1970-05-29,A-1,D076,ARTILLERY,DESTROYED,A-1,FIGHTER
VNAF,1972-09-17,A-37,B159,TRENCH,DESTROYED,A-37,ATTACK
USAF,1972-03-05,A-37,6201,TRENCH,DESTROYED,A-37,ATTACK
USAF,1971-10-23,A-37,5204,12.7 GUN SITE,DESTROYED,A-37,ATTACK
USAF,1973-05-20,A-7,6736,AMMO STORAGE\DUMP,DESTROYED,A-7,ATTACK
USN,1972-02-14,A-6,9621,TRANSPORT\TRK\TRLR,DESTROYED,A-6,ATTACK
VNAF,1972-07-24,A-37,E440,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1972-12-20,A-1,D351,CAVES,DESTROYED,A-1,FIGHTER
VNAF,1972-11-27,A-37,C204,AAA SITE UNK CAL,DESTROYED,A-37,ATTACK
VNAF,1970-11-06,A-37,E232,TRENCH,DESTROYED,A-37,ATTACK
USN,1971-04-29,A-4,8515,TRUCKS,DESTROYED,A-4,FIGHTER
USN,1971-05-17,A-7,8765,TRUCKS,DAMAGED,A-7,ATTACK
USAF,1973-04-19,F-4,6837,BRIDGE\ANY,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1971-12-15,A-1,D303,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1971-04-24,A-1,D746,FOX HOLES,DESTROYED,A-1,FIGHTER
USAF,1970-12-22,AC-130,1134,TRUCKS,DESTROYED,AC-130,ATTACK
VNAF,1972-01-17,A-1,D329,FOX HOLES,DESTROYED,A-1,FIGHTER
USAF,1973-08-03,F-4,6971,BOATS\BARGES,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1970-12-16,F-100,4284,POL STORAGE,DESTROYED,F-100,"FIGHTER, BOMBER"
USAF,1971-01-14,F-100,5702,TUNNELS,DESTROYED,F-100,"FIGHTER, BOMBER"
USAF,1971-08-16,F-4,5998,BRIDGES,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1972-05-02,A-7,1362,SUPPLIES\RICE\WEAPONS,DESTROYED,A-7,ATTACK
VNAF,1972-11-08,A-37,E461,CAVES,DESTROYED,A-37,ATTACK
USAF,1970-04-25,F-105,1483,CAVES,DAMAGED,F-105,"FIGHTER, BOMBER"
USN,1972-10-13,A-7,9225,TRENCH,DESTROYED,A-7,ATTACK
VNAF,1972-08-08,A-37,E437,TRENCH,DESTROYED,A-37,ATTACK
USAF,1972-11-05,AC-130,5158,BOATS\BARGES,DAMAGED,AC-130,ATTACK
VNAF,1971-12-28,A-37,E442,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1972-05-09,F-4,7294,POL BARRELS,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1972-08-21,A-37,B162,TRENCH,DESTROYED,A-37,ATTACK
USN,1972-05-17,A-7,3212,"LOCOMT,RAIL VEH",DAMAGED,A-7,ATTACK
USAF,1972-03-24,F-4,7006,MORTAR SITE,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1971-12-15,F-4,8565,SUPPLIES\RICE\WEAPONS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-05-18,A-37,B129,AMMO STORAGE\DUMP,DESTROYED,A-37,ATTACK
VNAF,1971-11-21,A-37,E427,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1971-12-15,A-37,E425,TUNNELS,DAMAGED,A-37,ATTACK
USAF,1972-11-08,F-4,6769,CRATE\STORAGE CONT,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1972-03-06,A-37,B164,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1970-04-27,AC-119,1121,TRUCKS,DESTROYED,AC-119,TRANSPORT
USN,1973-01-16,A-7,9312,ARTILLERY,DESTROYED,A-7,ATTACK
USAF,1971-04-09,AC-130,1131,TRUCKS,DAMAGED,AC-130,ATTACK
USAF,1973-07-20,F-4,6921,MACHINE GUN (ANY),DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1971-02-22,AC-130,1139,TRUCKS,DESTROYED,AC-130,ATTACK
VNAF,1972-03-04,A-37,E402,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1970-05-12,F-5,D637,FOX HOLES,DESTROYED,F-5,FIGHTER
USAF,1973-03-25,F-4,6974,FORDS\SUBSURFACE BRIDGE,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1970-04-05,A-37,E328,TRENCH,DESTROYED,A-37,ATTACK
